user_id,product_id,score,interaction_type,order_id
U139,P026,5,purchase,ORD-029167
U015,P040,1,view,ORD-029168
U181,P038,2,wishlist,ORD-029169
U164,P006,3,cart,ORD-029170
U020,P008,2,wishlist,ORD-029171
U030,P014,2,wishlist,ORD-029172
U199,P022,5,purchase,ORD-029173
U066,P028,5,purchase,ORD-029174
U076,P002,5,purchase,ORD-029175
U036,P006,3,cart,ORD-029176
U182,P019,1,view,ORD-029177
U014,P037,5,purchase,ORD-029178
U050,P022,5,purchase,ORD-029179
U067,P011,3,cart,ORD-029180
U171,P024,5,purchase,ORD-029181
U157,P039,5,purchase,ORD-029182
U158,P035,3,cart,ORD-029183
U038,P038,1,view,ORD-029184
U097,P002,5,purchase,ORD-029185
U108,P010,5,purchase,ORD-029186
U092,P027,5,purchase,ORD-029187
U170,P034,5,purchase,ORD-029188
U072,P030,3,cart,ORD-029189
U098,P012,1,view,ORD-029190
U074,P013,2,wishlist,ORD-029191
U011,P020,5,purchase,ORD-029192
U190,P040,5,purchase,ORD-029193
U170,P032,5,purchase,ORD-029194
U036,P036,3,cart,ORD-029195
U158,P027,5,purchase,ORD-029196
U092,P024,3,cart,ORD-029197
U086,P006,5,purchase,ORD-029198
U001,P040,1,view,ORD-029199
U006,P026,5,purchase,ORD-029200
U132,P027,5,purchase,ORD-029201
U179,P007,5,purchase,ORD-029202
U055,P029,3,cart,ORD-029203
U050,P006,1,view,ORD-029204
U055,P003,3,cart,ORD-029205
U152,P020,3,cart,ORD-029206
U015,P026,3,cart,ORD-029207
U177,P023,5,purchase,ORD-029208
U166,P038,3,cart,ORD-029209
U189,P011,1,view,ORD-029210
U200,P028,5,purchase,ORD-029211
U105,P030,3,cart,ORD-029212
U122,P015,5,purchase,ORD-029213
U012,P035,2,wishlist,ORD-029214
U063,P034,5,purchase,ORD-029215
U192,P039,2,wishlist,ORD-029216
U018,P036,2,wishlist,ORD-029217
U091,P030,2,wishlist,ORD-029218
U083,P013,2,wishlist,ORD-029219
U081,P028,1,view,ORD-029220
U080,P035,5,purchase,ORD-029221
U135,P004,5,purchase,ORD-029222
U126,P012,1,view,ORD-029223
U027,P038,5,purchase,ORD-029224
U133,P014,1,view,ORD-029225
U144,P019,5,purchase,ORD-029226
U167,P030,2,wishlist,ORD-029227
U169,P015,3,cart,ORD-029228
U172,P009,5,purchase,ORD-029229
U056,P004,2,wishlist,ORD-029230
U025,P005,3,cart,ORD-029231
U164,P008,5,purchase,ORD-029232
U081,P039,5,purchase,ORD-029233
U065,P040,1,view,ORD-029234
U183,P018,3,cart,ORD-029235
U168,P022,3,cart,ORD-029236
U089,P001,3,cart,ORD-029237
U061,P004,5,purchase,ORD-029238
U162,P035,5,purchase,ORD-029239
U193,P008,2,wishlist,ORD-029240
U068,P032,3,cart,ORD-029241
U128,P007,5,purchase,ORD-029242
U066,P012,2,wishlist,ORD-029243
U118,P023,2,wishlist,ORD-029244
U075,P012,3,cart,ORD-029245
U070,P013,5,purchase,ORD-029246
U174,P022,3,cart,ORD-029247
U135,P015,1,view,ORD-029248
U080,P035,5,purchase,ORD-029249
U083,P019,5,purchase,ORD-029250
U087,P018,5,purchase,ORD-029251
U134,P001,2,wishlist,ORD-029252
U129,P011,5,purchase,ORD-029253
U087,P007,3,cart,ORD-029254
U035,P029,3,cart,ORD-029255
U126,P031,2,wishlist,ORD-029256
U075,P034,3,cart,ORD-029257
U165,P034,2,wishlist,ORD-029258
U065,P019,1,view,ORD-029259
U018,P018,5,purchase,ORD-029260
U041,P003,5,purchase,ORD-029261
U010,P015,1,view,ORD-029262
U174,P023,5,purchase,ORD-029263
U039,P017,3,cart,ORD-029264
U169,P036,5,purchase,ORD-029265
U097,P038,3,cart,ORD-029266
U097,P023,5,purchase,ORD-029267
U073,P018,2,wishlist,ORD-029268
U117,P039,5,purchase,ORD-029269
U179,P012,5,purchase,ORD-029270
U112,P014,3,cart,ORD-029271
U193,P005,2,wishlist,ORD-029272
U183,P002,3,cart,ORD-029273
U135,P017,5,purchase,ORD-029274
U124,P020,1,view,ORD-029275
U182,P004,5,purchase,ORD-029276
U092,P038,1,view,ORD-029277
U136,P026,3,cart,ORD-029278
U101,P013,3,cart,ORD-029279
U176,P039,2,wishlist,ORD-029280
U190,P011,5,purchase,ORD-029281
U119,P027,2,wishlist,ORD-029282
U054,P017,1,view,ORD-029283
U176,P024,5,purchase,ORD-029284
U096,P008,2,wishlist,ORD-029285
U119,P020,5,purchase,ORD-029286
U066,P020,1,view,ORD-029287
U136,P022,5,purchase,ORD-029288
U143,P038,5,purchase,ORD-029289
U091,P039,1,view,ORD-029290
U059,P017,5,purchase,ORD-029291
U011,P005,2,wishlist,ORD-029292
U064,P037,5,purchase,ORD-029293
U027,P005,5,purchase,ORD-029294
U007,P029,5,purchase,ORD-029295
U056,P021,5,purchase,ORD-029296
U049,P018,5,purchase,ORD-029297
U197,P016,2,wishlist,ORD-029298
U021,P033,5,purchase,ORD-029299
U089,P029,5,purchase,ORD-029300
U075,P020,3,cart,ORD-029301
U023,P013,3,cart,ORD-029302
U144,P035,3,cart,ORD-029303
U200,P038,5,purchase,ORD-029304
U118,P014,2,wishlist,ORD-029305
U028,P013,3,cart,ORD-029306
U005,P017,5,purchase,ORD-029307
U044,P024,5,purchase,ORD-029308
U171,P031,1,view,ORD-029309
U180,P013,5,purchase,ORD-029310
U069,P007,5,purchase,ORD-029311
U115,P033,5,purchase,ORD-029312
U136,P033,1,view,ORD-029313
U070,P004,5,purchase,ORD-029314
U147,P017,5,purchase,ORD-029315
U107,P018,2,wishlist,ORD-029316
U060,P031,3,cart,ORD-029317
U099,P002,3,cart,ORD-029318
U143,P038,5,purchase,ORD-029319
U103,P028,2,wishlist,ORD-029320
U046,P003,3,cart,ORD-029321
U179,P036,1,view,ORD-029322
U105,P030,5,purchase,ORD-029323
U155,P019,3,cart,ORD-029324
U174,P036,5,purchase,ORD-029325
U088,P002,5,purchase,ORD-029326
U113,P025,1,view,ORD-029327
U069,P021,3,cart,ORD-029328
U130,P001,3,cart,ORD-029329
U094,P024,3,cart,ORD-029330
U044,P008,5,purchase,ORD-029331
U087,P006,2,wishlist,ORD-029332
U121,P013,5,purchase,ORD-029333
U150,P033,2,wishlist,ORD-029334
U173,P025,2,wishlist,ORD-029335
U013,P024,3,cart,ORD-029336
U156,P031,3,cart,ORD-029337
U006,P005,2,wishlist,ORD-029338
U095,P010,5,purchase,ORD-029339
U190,P013,5,purchase,ORD-029340
U016,P032,5,purchase,ORD-029341
U170,P021,5,purchase,ORD-029342
U052,P002,3,cart,ORD-029343
U005,P024,3,cart,ORD-029344
U125,P035,5,purchase,ORD-029345
U026,P003,5,purchase,ORD-029346
U056,P009,2,wishlist,ORD-029347
U070,P011,3,cart,ORD-029348
U018,P020,1,view,ORD-029349
U054,P014,5,purchase,ORD-029350
U087,P026,5,purchase,ORD-029351
U200,P002,5,purchase,ORD-029352
U137,P022,3,cart,ORD-029353
U011,P009,5,purchase,ORD-029354
U009,P033,2,wishlist,ORD-029355
U117,P006,5,purchase,ORD-029356
U088,P020,2,wishlist,ORD-029357
U033,P032,3,cart,ORD-029358
U073,P038,1,view,ORD-029359
U052,P029,3,cart,ORD-029360
U197,P028,5,purchase,ORD-029361
U139,P020,1,view,ORD-029362
U194,P002,1,view,ORD-029363
U032,P003,3,cart,ORD-029364
U011,P021,5,purchase,ORD-029365
U108,P021,5,purchase,ORD-029366
U198,P010,3,cart,ORD-029367
U002,P022,2,wishlist,ORD-029368
U048,P001,5,purchase,ORD-029369
U160,P001,3,cart,ORD-029370
U066,P024,5,purchase,ORD-029371
U050,P005,5,purchase,ORD-029372
U189,P026,5,purchase,ORD-029373
U115,P024,5,purchase,ORD-029374
U070,P013,3,cart,ORD-029375
U125,P020,2,wishlist,ORD-029376
U137,P008,5,purchase,ORD-029377
U011,P007,5,purchase,ORD-029378
U145,P004,5,purchase,ORD-029379
U135,P009,5,purchase,ORD-029380
U051,P021,3,cart,ORD-029381
U146,P015,2,wishlist,ORD-029382
U155,P021,5,purchase,ORD-029383
U142,P034,2,wishlist,ORD-029384
U139,P033,5,purchase,ORD-029385
U034,P038,5,purchase,ORD-029386
U020,P024,2,wishlist,ORD-029387
U195,P002,5,purchase,ORD-029388
U134,P031,5,purchase,ORD-029389
U161,P030,5,purchase,ORD-029390
U092,P005,2,wishlist,ORD-029391
U076,P025,2,wishlist,ORD-029392
U179,P035,2,wishlist,ORD-029393
U115,P017,5,purchase,ORD-029394
U119,P024,3,cart,ORD-029395
U131,P029,2,wishlist,ORD-029396
U188,P022,3,cart,ORD-029397
U045,P021,3,cart,ORD-029398
U157,P032,2,wishlist,ORD-029399
U200,P022,5,purchase,ORD-029400
U013,P004,5,purchase,ORD-029401
U034,P031,5,purchase,ORD-029402
U112,P006,5,purchase,ORD-029403
U042,P036,3,cart,ORD-029404
U038,P023,3,cart,ORD-029405
U035,P034,5,purchase,ORD-029406
U194,P012,3,cart,ORD-029407
U199,P034,5,purchase,ORD-029408
U091,P026,5,purchase,ORD-029409
U200,P007,5,purchase,ORD-029410
U186,P009,1,view,ORD-029411
U140,P037,5,purchase,ORD-029412
U120,P034,1,view,ORD-029413
U073,P022,3,cart,ORD-029414
U043,P030,3,cart,ORD-029415
U054,P006,5,purchase,ORD-029416
U098,P005,2,wishlist,ORD-029417
U087,P018,2,wishlist,ORD-029418
U040,P035,1,view,ORD-029419
U183,P008,5,purchase,ORD-029420
U175,P039,5,purchase,ORD-029421
U112,P030,5,purchase,ORD-029422
U105,P038,5,purchase,ORD-029423
U160,P003,5,purchase,ORD-029424
U078,P010,3,cart,ORD-029425
U064,P021,5,purchase,ORD-029426
U118,P004,5,purchase,ORD-029427
U011,P037,3,cart,ORD-029428
U106,P040,5,purchase,ORD-029429
U092,P018,1,view,ORD-029430
U057,P030,5,purchase,ORD-029431
U159,P038,5,purchase,ORD-029432
U108,P009,5,purchase,ORD-029433
U124,P006,5,purchase,ORD-029434
U185,P028,5,purchase,ORD-029435
U093,P038,1,view,ORD-029436
U032,P003,2,wishlist,ORD-029437
U153,P004,3,cart,ORD-029438
U187,P026,1,view,ORD-029439
U091,P026,5,purchase,ORD-029440
U131,P012,5,purchase,ORD-029441
U184,P008,5,purchase,ORD-029442
U178,P005,5,purchase,ORD-029443
U193,P018,2,wishlist,ORD-029444
U005,P004,5,purchase,ORD-029445
U198,P040,3,cart,ORD-029446
U002,P025,2,wishlist,ORD-029447
U001,P018,1,view,ORD-029448
U083,P029,5,purchase,ORD-029449
U040,P028,2,wishlist,ORD-029450
U162,P003,5,purchase,ORD-029451
U076,P014,5,purchase,ORD-029452
U007,P014,5,purchase,ORD-029453
U076,P004,3,cart,ORD-029454
U067,P020,5,purchase,ORD-029455
U161,P027,1,view,ORD-029456
U149,P012,1,view,ORD-029457
U011,P018,5,purchase,ORD-029458
U175,P003,5,purchase,ORD-029459
U079,P013,1,view,ORD-029460
U056,P011,5,purchase,ORD-029461
U100,P005,5,purchase,ORD-029462
U070,P028,3,cart,ORD-029463
U053,P035,5,purchase,ORD-029464
U180,P033,3,cart,ORD-029465
U069,P012,5,purchase,ORD-029466
U076,P005,5,purchase,ORD-029467
U130,P009,5,purchase,ORD-029468
U195,P003,5,purchase,ORD-029469
U181,P034,1,view,ORD-029470
U041,P032,3,cart,ORD-029471
U026,P009,5,purchase,ORD-029472
U081,P012,3,cart,ORD-029473
U026,P007,5,purchase,ORD-029474
U161,P035,5,purchase,ORD-029475
U046,P008,2,wishlist,ORD-029476
U071,P014,5,purchase,ORD-029477
U181,P026,2,wishlist,ORD-029478
U049,P031,3,cart,ORD-029479
U128,P015,5,purchase,ORD-029480
U064,P013,5,purchase,ORD-029481
U106,P030,5,purchase,ORD-029482
U004,P029,5,purchase,ORD-029483
U067,P005,5,purchase,ORD-029484
U047,P016,1,view,ORD-029485
U091,P021,5,purchase,ORD-029486
U138,P015,2,wishlist,ORD-029487
U136,P008,3,cart,ORD-029488
U043,P039,5,purchase,ORD-029489
U053,P029,2,wishlist,ORD-029490
U026,P001,5,purchase,ORD-029491
U014,P034,2,wishlist,ORD-029492
U195,P033,3,cart,ORD-029493
U151,P035,5,purchase,ORD-029494
U149,P024,5,purchase,ORD-029495
U016,P025,5,purchase,ORD-029496
U046,P002,5,purchase,ORD-029497
U019,P001,3,cart,ORD-029498
U106,P007,5,purchase,ORD-029499
U098,P014,5,purchase,ORD-029500
U091,P010,5,purchase,ORD-029501
U104,P001,2,wishlist,ORD-029502
U088,P018,2,wishlist,ORD-029503
U198,P005,3,cart,ORD-029504
U148,P009,5,purchase,ORD-029505
U065,P006,3,cart,ORD-029506
U039,P038,1,view,ORD-029507
U165,P019,1,view,ORD-029508
U195,P004,5,purchase,ORD-029509
U064,P024,5,purchase,ORD-029510
U055,P016,2,wishlist,ORD-029511
U132,P023,3,cart,ORD-029512
U181,P028,5,purchase,ORD-029513
U187,P029,5,purchase,ORD-029514
U160,P035,5,purchase,ORD-029515
U198,P028,5,purchase,ORD-029516
U170,P002,3,cart,ORD-029517
U067,P034,5,purchase,ORD-029518
U037,P010,5,purchase,ORD-029519
U132,P010,5,purchase,ORD-029520
U190,P021,3,cart,ORD-029521
U177,P018,5,purchase,ORD-029522
U076,P039,3,cart,ORD-029523
U001,P018,1,view,ORD-029524
U193,P031,3,cart,ORD-029525
U014,P017,5,purchase,ORD-029526
U004,P018,3,cart,ORD-029527
U127,P021,5,purchase,ORD-029528
U009,P006,5,purchase,ORD-029529
U188,P005,5,purchase,ORD-029530
U198,P017,2,wishlist,ORD-029531
U062,P002,5,purchase,ORD-029532
U194,P032,5,purchase,ORD-029533
U033,P016,5,purchase,ORD-029534
U118,P024,3,cart,ORD-029535
U075,P031,5,purchase,ORD-029536
U091,P005,3,cart,ORD-029537
U093,P020,5,purchase,ORD-029538
U197,P037,5,purchase,ORD-029539
U099,P021,5,purchase,ORD-029540
U011,P035,3,cart,ORD-029541
U085,P032,2,wishlist,ORD-029542
U171,P014,5,purchase,ORD-029543
U146,P024,2,wishlist,ORD-029544
U061,P025,5,purchase,ORD-029545
U123,P035,2,wishlist,ORD-029546
U159,P017,2,wishlist,ORD-029547
U116,P026,5,purchase,ORD-029548
U105,P037,2,wishlist,ORD-029549
U197,P040,5,purchase,ORD-029550
U060,P031,1,view,ORD-029551
U188,P022,5,purchase,ORD-029552
U109,P009,5,purchase,ORD-029553
U038,P013,3,cart,ORD-029554
U070,P035,2,wishlist,ORD-029555
U036,P016,1,view,ORD-029556
U193,P006,5,purchase,ORD-029557
U175,P014,1,view,ORD-029558
U024,P025,5,purchase,ORD-029559
U066,P016,2,wishlist,ORD-029560
U172,P010,2,wishlist,ORD-029561
U133,P017,5,purchase,ORD-029562
U168,P039,5,purchase,ORD-029563
U071,P011,5,purchase,ORD-029564
U067,P011,5,purchase,ORD-029565
U142,P012,5,purchase,ORD-029566
U050,P017,3,cart,ORD-029567
U117,P032,5,purchase,ORD-029568
U058,P039,2,wishlist,ORD-029569
U089,P002,5,purchase,ORD-029570
U182,P003,5,purchase,ORD-029571
U159,P021,3,cart,ORD-029572
U067,P025,3,cart,ORD-029573
U120,P002,5,purchase,ORD-029574
U076,P031,1,view,ORD-029575
U014,P029,5,purchase,ORD-029576
U121,P025,5,purchase,ORD-029577
U189,P003,5,purchase,ORD-029578
U100,P001,3,cart,ORD-029579
U007,P034,5,purchase,ORD-029580
U103,P015,5,purchase,ORD-029581
U044,P021,1,view,ORD-029582
U032,P024,2,wishlist,ORD-029583
U045,P030,5,purchase,ORD-029584
U066,P006,5,purchase,ORD-029585
U178,P033,3,cart,ORD-029586
U139,P035,1,view,ORD-029587
U157,P004,1,view,ORD-029588
U197,P003,3,cart,ORD-029589
U085,P010,5,purchase,ORD-029590
U190,P033,5,purchase,ORD-029591
U052,P022,3,cart,ORD-029592
U162,P010,3,cart,ORD-029593
U093,P029,5,purchase,ORD-029594
U174,P036,5,purchase,ORD-029595
U072,P035,3,cart,ORD-029596
U049,P020,5,purchase,ORD-029597
U178,P033,5,purchase,ORD-029598
U172,P006,5,purchase,ORD-029599
U168,P040,1,view,ORD-029600
U045,P016,5,purchase,ORD-029601
U098,P022,1,view,ORD-029602
U164,P022,5,purchase,ORD-029603
U031,P011,3,cart,ORD-029604
U070,P005,2,wishlist,ORD-029605
U059,P035,3,cart,ORD-029606
U112,P017,5,purchase,ORD-029607
U086,P006,3,cart,ORD-029608
U013,P008,2,wishlist,ORD-029609
U171,P020,5,purchase,ORD-029610
U002,P005,5,purchase,ORD-029611
U040,P008,1,view,ORD-029612
U166,P034,5,purchase,ORD-029613
U195,P034,5,purchase,ORD-029614
U167,P014,3,cart,ORD-029615
U051,P010,3,cart,ORD-029616
U176,P037,5,purchase,ORD-029617
U152,P026,2,wishlist,ORD-029618
U008,P028,5,purchase,ORD-029619
U065,P026,5,purchase,ORD-029620
U092,P023,5,purchase,ORD-029621
U047,P038,3,cart,ORD-029622
U123,P003,5,purchase,ORD-029623
U153,P039,5,purchase,ORD-029624
U007,P004,5,purchase,ORD-029625
U180,P012,2,wishlist,ORD-029626
U137,P016,5,purchase,ORD-029627
U075,P031,3,cart,ORD-029628
U185,P022,3,cart,ORD-029629
U111,P005,2,wishlist,ORD-029630
U132,P029,5,purchase,ORD-029631
U033,P010,2,wishlist,ORD-029632
U180,P035,5,purchase,ORD-029633
U001,P027,5,purchase,ORD-029634
U056,P031,5,purchase,ORD-029635
U020,P002,2,wishlist,ORD-029636
U138,P010,3,cart,ORD-029637
U086,P028,5,purchase,ORD-029638
U043,P026,5,purchase,ORD-029639
U021,P019,3,cart,ORD-029640
U064,P013,2,wishlist,ORD-029641
U084,P026,3,cart,ORD-029642
U118,P005,5,purchase,ORD-029643
U037,P017,3,cart,ORD-029644
U108,P030,5,purchase,ORD-029645
U187,P035,2,wishlist,ORD-029646
U180,P038,5,purchase,ORD-029647
U025,P040,1,view,ORD-029648
U031,P029,2,wishlist,ORD-029649
U177,P002,3,cart,ORD-029650
U129,P010,5,purchase,ORD-029651
U191,P029,5,purchase,ORD-029652
U101,P010,3,cart,ORD-029653
U052,P021,3,cart,ORD-029654
U198,P036,1,view,ORD-029655
U192,P039,1,view,ORD-029656
U041,P030,3,cart,ORD-029657
U089,P025,3,cart,ORD-029658
U119,P015,1,view,ORD-029659
U107,P011,3,cart,ORD-029660
U010,P023,3,cart,ORD-029661
U123,P004,5,purchase,ORD-029662
U136,P019,5,purchase,ORD-029663
U165,P026,3,cart,ORD-029664
U102,P033,3,cart,ORD-029665
U025,P035,5,purchase,ORD-029666
U096,P039,5,purchase,ORD-029667
U083,P036,5,purchase,ORD-029668
U036,P001,5,purchase,ORD-029669
U163,P034,2,wishlist,ORD-029670
U005,P035,2,wishlist,ORD-029671
U034,P032,5,purchase,ORD-029672
U153,P028,2,wishlist,ORD-029673
U129,P018,5,purchase,ORD-029674
U014,P028,5,purchase,ORD-029675
U054,P017,3,cart,ORD-029676
U009,P025,5,purchase,ORD-029677
U089,P024,3,cart,ORD-029678
U137,P001,1,view,ORD-029679
U012,P010,2,wishlist,ORD-029680
U004,P005,5,purchase,ORD-029681
U137,P015,5,purchase,ORD-029682
U091,P016,5,purchase,ORD-029683
U180,P007,5,purchase,ORD-029684
U040,P004,5,purchase,ORD-029685
U105,P002,1,view,ORD-029686
U199,P014,5,purchase,ORD-029687
U080,P013,3,cart,ORD-029688
U139,P006,1,view,ORD-029689
U041,P006,5,purchase,ORD-029690
U017,P039,5,purchase,ORD-029691
U046,P021,5,purchase,ORD-029692
U135,P022,5,purchase,ORD-029693
U107,P037,5,purchase,ORD-029694
U142,P008,3,cart,ORD-029695
U174,P018,5,purchase,ORD-029696
U068,P039,3,cart,ORD-029697
U018,P008,2,wishlist,ORD-029698
U005,P010,3,cart,ORD-029699
U095,P024,5,purchase,ORD-029700
U095,P036,3,cart,ORD-029701
U018,P023,3,cart,ORD-029702
U176,P017,5,purchase,ORD-029703
U178,P006,5,purchase,ORD-029704
U180,P010,3,cart,ORD-029705
U191,P028,5,purchase,ORD-029706
U183,P019,3,cart,ORD-029707
U166,P007,5,purchase,ORD-029708
U025,P021,5,purchase,ORD-029709
U093,P024,2,wishlist,ORD-029710
U123,P028,5,purchase,ORD-029711
U076,P022,5,purchase,ORD-029712
U022,P027,5,purchase,ORD-029713
U048,P038,5,purchase,ORD-029714
U070,P008,3,cart,ORD-029715
U019,P013,5,purchase,ORD-029716
U143,P009,3,cart,ORD-029717
U030,P029,2,wishlist,ORD-029718
U184,P030,3,cart,ORD-029719
U017,P002,5,purchase,ORD-029720
U078,P040,5,purchase,ORD-029721
U141,P021,3,cart,ORD-029722
U184,P035,3,cart,ORD-029723
U021,P033,5,purchase,ORD-029724
U098,P008,1,view,ORD-029725
U146,P033,5,purchase,ORD-029726
U163,P007,5,purchase,ORD-029727
U081,P004,5,purchase,ORD-029728
U075,P040,5,purchase,ORD-029729
U187,P024,1,view,ORD-029730
U017,P006,3,cart,ORD-029731
U122,P022,5,purchase,ORD-029732
U053,P034,5,purchase,ORD-029733
U184,P004,3,cart,ORD-029734
U083,P016,5,purchase,ORD-029735
U187,P009,3,cart,ORD-029736
U169,P013,5,purchase,ORD-029737
U018,P038,2,wishlist,ORD-029738
U091,P007,5,purchase,ORD-029739
U003,P020,5,purchase,ORD-029740
U029,P031,5,purchase,ORD-029741
U028,P015,5,purchase,ORD-029742
U165,P030,3,cart,ORD-029743
U147,P025,5,purchase,ORD-029744
U070,P007,1,view,ORD-029745
U039,P007,3,cart,ORD-029746
U144,P025,5,purchase,ORD-029747
U106,P031,5,purchase,ORD-029748
U115,P016,3,cart,ORD-029749
U112,P016,5,purchase,ORD-029750
U167,P025,5,purchase,ORD-029751
U171,P003,3,cart,ORD-029752
U113,P033,5,purchase,ORD-029753
U093,P018,2,wishlist,ORD-029754
U094,P025,3,cart,ORD-029755
U164,P036,5,purchase,ORD-029756
U165,P013,2,wishlist,ORD-029757
U058,P036,5,purchase,ORD-029758
U067,P013,2,wishlist,ORD-029759
U052,P030,1,view,ORD-029760
U066,P032,3,cart,ORD-029761
U124,P014,3,cart,ORD-029762
U044,P005,5,purchase,ORD-029763
U016,P021,5,purchase,ORD-029764
U103,P035,5,purchase,ORD-029765
U127,P034,5,purchase,ORD-029766
U162,P024,5,purchase,ORD-029767
U016,P036,2,wishlist,ORD-029768
U002,P016,1,view,ORD-029769
U124,P039,2,wishlist,ORD-029770
U006,P038,2,wishlist,ORD-029771
U119,P012,2,wishlist,ORD-029772
U040,P003,5,purchase,ORD-029773
U128,P002,1,view,ORD-029774
U036,P024,5,purchase,ORD-029775
U036,P037,2,wishlist,ORD-029776
U082,P012,5,purchase,ORD-029777
U126,P010,1,view,ORD-029778
U191,P020,2,wishlist,ORD-029779
U070,P022,5,purchase,ORD-029780
U097,P010,1,view,ORD-029781
U158,P021,1,view,ORD-029782
U060,P008,3,cart,ORD-029783
U042,P013,3,cart,ORD-029784
U116,P009,5,purchase,ORD-029785
U086,P033,5,purchase,ORD-029786
U039,P018,5,purchase,ORD-029787
U105,P032,5,purchase,ORD-029788
U035,P004,2,wishlist,ORD-029789
U156,P005,2,wishlist,ORD-029790
U043,P027,3,cart,ORD-029791
U114,P027,3,cart,ORD-029792
U173,P034,1,view,ORD-029793
U039,P013,5,purchase,ORD-029794
U072,P030,1,view,ORD-029795
U146,P018,5,purchase,ORD-029796
U070,P019,5,purchase,ORD-029797
U063,P010,2,wishlist,ORD-029798
U139,P021,2,wishlist,ORD-029799
U183,P020,1,view,ORD-029800
U172,P013,2,wishlist,ORD-029801
U008,P029,5,purchase,ORD-029802
U024,P033,5,purchase,ORD-029803
U101,P016,2,wishlist,ORD-029804
U081,P029,5,purchase,ORD-029805
U039,P016,5,purchase,ORD-029806
U142,P017,5,purchase,ORD-029807
U191,P027,5,purchase,ORD-029808
U086,P022,5,purchase,ORD-029809
U149,P029,3,cart,ORD-029810
U171,P018,2,wishlist,ORD-029811
U062,P031,5,purchase,ORD-029812
U100,P034,5,purchase,ORD-029813
U182,P017,5,purchase,ORD-029814
U012,P011,1,view,ORD-029815
U178,P030,1,view,ORD-029816
U069,P020,5,purchase,ORD-029817
U067,P031,3,cart,ORD-029818
U154,P003,1,view,ORD-029819
U056,P002,2,wishlist,ORD-029820
U038,P014,5,purchase,ORD-029821
U082,P010,5,purchase,ORD-029822
U104,P036,3,cart,ORD-029823
U109,P003,2,wishlist,ORD-029824
U074,P020,2,wishlist,ORD-029825
U141,P025,5,purchase,ORD-029826
U162,P022,5,purchase,ORD-029827
U015,P030,1,view,ORD-029828
U029,P028,2,wishlist,ORD-029829
U130,P022,2,wishlist,ORD-029830
U143,P013,2,wishlist,ORD-029831
U153,P015,3,cart,ORD-029832
U042,P005,3,cart,ORD-029833
U007,P011,5,purchase,ORD-029834
U055,P027,1,view,ORD-029835
U065,P017,1,view,ORD-029836
U131,P022,5,purchase,ORD-029837
U036,P026,5,purchase,ORD-029838
U005,P037,5,purchase,ORD-029839
U052,P007,3,cart,ORD-029840
U178,P005,5,purchase,ORD-029841
U112,P006,5,purchase,ORD-029842
U061,P002,5,purchase,ORD-029843
U052,P023,5,purchase,ORD-029844
U014,P013,5,purchase,ORD-029845
U198,P023,5,purchase,ORD-029846
U028,P030,5,purchase,ORD-029847
U100,P011,5,purchase,ORD-029848
U170,P039,5,purchase,ORD-029849
U111,P018,2,wishlist,ORD-029850
U151,P036,3,cart,ORD-029851
U120,P006,1,view,ORD-029852
U008,P035,5,purchase,ORD-029853
U016,P018,2,wishlist,ORD-029854
U140,P015,2,wishlist,ORD-029855
U101,P003,5,purchase,ORD-029856
U038,P007,5,purchase,ORD-029857
U057,P002,2,wishlist,ORD-029858
U049,P032,3,cart,ORD-029859
U188,P025,3,cart,ORD-029860
U160,P018,5,purchase,ORD-029861
U076,P023,5,purchase,ORD-029862
U096,P005,3,cart,ORD-029863
U033,P018,1,view,ORD-029864
U091,P037,5,purchase,ORD-029865
U198,P011,5,purchase,ORD-029866
U031,P032,5,purchase,ORD-029867
U194,P033,5,purchase,ORD-029868
U128,P015,1,view,ORD-029869
U065,P020,5,purchase,ORD-029870
U147,P025,3,cart,ORD-029871
U029,P034,3,cart,ORD-029872
U156,P023,3,cart,ORD-029873
U196,P025,5,purchase,ORD-029874
U172,P013,5,purchase,ORD-029875
U143,P013,5,purchase,ORD-029876
U096,P001,5,purchase,ORD-029877
U042,P011,5,purchase,ORD-029878
U149,P010,5,purchase,ORD-029879
U145,P025,2,wishlist,ORD-029880
U066,P018,5,purchase,ORD-029881
U155,P029,5,purchase,ORD-029882
U111,P003,5,purchase,ORD-029883
U084,P034,3,cart,ORD-029884
U104,P019,2,wishlist,ORD-029885
U096,P037,3,cart,ORD-029886
U144,P006,1,view,ORD-029887
U190,P020,3,cart,ORD-029888
U091,P020,3,cart,ORD-029889
U144,P018,1,view,ORD-029890
U051,P019,5,purchase,ORD-029891
U191,P029,5,purchase,ORD-029892
U037,P018,3,cart,ORD-029893
U128,P011,2,wishlist,ORD-029894
U190,P025,5,purchase,ORD-029895
U050,P040,5,purchase,ORD-029896
U022,P030,3,cart,ORD-029897
U054,P021,3,cart,ORD-029898
U012,P026,3,cart,ORD-029899
U200,P036,3,cart,ORD-029900
U154,P010,5,purchase,ORD-029901
U035,P010,5,purchase,ORD-029902
U130,P040,5,purchase,ORD-029903
U056,P006,2,wishlist,ORD-029904
U069,P011,3,cart,ORD-029905
U148,P034,5,purchase,ORD-029906
U102,P040,1,view,ORD-029907
U116,P018,1,view,ORD-029908
U187,P011,5,purchase,ORD-029909
U034,P030,2,wishlist,ORD-029910
U175,P005,2,wishlist,ORD-029911
U171,P023,3,cart,ORD-029912
U029,P009,5,purchase,ORD-029913
